,0,1,2,3,4,5,6,7,8
44,"[0.29       0.39       0.40333333 0.52       0.59       0.58333333
 0.63       0.59333333 0.70333333 0.72666667 0.8        0.81      ]","[0.33       0.385      0.45833333 0.50666667 0.535      0.59833333
 0.65       0.72333333 0.745      0.775      0.78333333 0.79666667]","          0
0  0.666667
1  1.000000
2  1.000000
3  1.000000","          0
0  1.000000
1  0.666667
2  1.000000
3  0.666667",0.1,5,0.3,0.2,0.6
45,"[0.31333333 0.38666667 0.46333333 0.54       0.55666667 0.62
 0.61333333 0.69       0.73666667 0.74666667 0.77       0.79333333]","[0.37       0.39666667 0.42833333 0.48833333 0.55166667 0.59333333
 0.665      0.705      0.75       0.785      0.83166667 0.85333333]","          0
0  1.000000
1  1.000000
2  0.666667
3  1.000000","          0
0  1.000000
1  1.000000
2  1.000000
3  0.666667",0.2,5,0.3,0.2,0.6
46,"[0.30666667 0.35666667 0.40333333 0.51666667 0.55666667 0.58666667
 0.64333333 0.67666667 0.66       0.73666667 0.76333333 0.85      ]","[0.33       0.415      0.42333333 0.47       0.55333333 0.62333333
 0.71166667 0.705      0.735      0.77       0.805      0.83833333]","          0
0  0.333333
1  1.000000
2  1.000000
3  1.000000","          0
0  0.333333
1  1.000000
2  1.000000
3  0.666667",0.3,5,0.3,0.2,0.6
47,"[0.32333333 0.41666667 0.43333333 0.53333333 0.49666667 0.57666667
 0.64       0.67666667 0.71666667 0.70333333 0.76666667 0.77333333]","[0.34333333 0.405      0.445      0.495      0.54333333 0.635
 0.675      0.70166667 0.76333333 0.76833333 0.81       0.83333333]","          0
0  1.000000
1  0.666667
2  0.666667
3  1.000000","          0
0  1.000000
1  0.333333
2  1.000000
3  1.000000",0.4,5,0.3,0.2,0.6
48,"[0.36       0.34666667 0.42333333 0.51666667 0.56333333 0.56666667
 0.68       0.69       0.70333333 0.72333333 0.75666667 0.84      ]","[0.33833333 0.39166667 0.42666667 0.54833333 0.55333333 0.61666667
 0.65666667 0.72666667 0.755      0.77333333 0.78       0.82333333]","          0
0  0.666667
1  0.333333
2  1.000000
3  1.000000","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.5,5,0.3,0.2,0.6
49,"[0.37333333 0.41666667 0.40666667 0.5        0.52333333 0.57666667
 0.57       0.55333333 0.69       0.62666667 0.72       0.69333333]","[0.32166667 0.39666667 0.36333333 0.415      0.46166667 0.54833333
 0.55166667 0.62666667 0.61666667 0.69666667 0.68       0.67333333]","          0
0  0.666667
1  1.000000
2  0.666667
3  0.666667","          0
0  0.666667
1  1.000000
2  1.000000
3  0.666667",0.1,1,0.4,0.2,0.6
50,"[0.28333333 0.36       0.4        0.48666667 0.51666667 0.53333333
 0.63666667 0.60666667 0.63       0.67       0.69       0.69333333]","[0.31333333 0.38166667 0.39166667 0.38666667 0.49       0.56
 0.61666667 0.605      0.625      0.67166667 0.68       0.69166667]","          0
0  0.333333
1  1.000000
2  0.333333
3  0.666667","          0
0  0.333333
1  1.000000
2  0.666667
3  0.666667",0.2,1,0.4,0.2,0.6
51,"[0.35333333 0.37333333 0.38333333 0.50333333 0.50666667 0.54666667
 0.53666667 0.56       0.62       0.63666667 0.69666667 0.70666667]","[0.30333333 0.39       0.39333333 0.44333333 0.445      0.53
 0.54833333 0.575      0.65833333 0.68666667 0.66333333 0.67833333]","          0
0  0.666667
1  0.666667
2  1.000000
3  0.666667","          0
0  1.000000
1  0.666667
2  1.000000
3  0.666667",0.3,1,0.4,0.2,0.6
52,"[0.30666667 0.38       0.44       0.45666667 0.52666667 0.52
 0.58       0.59333333 0.62333333 0.61       0.77       0.68333333]","[0.33       0.36666667 0.43666667 0.40166667 0.48666667 0.53833333
 0.555      0.605      0.66       0.67166667 0.68666667 0.67      ]","          0
0  0.333333
1  0.666667
2  1.000000
3  0.666667","          0
0  1.000000
1  0.666667
2  1.000000
3  1.000000",0.4,1,0.4,0.2,0.6
53,"[0.34       0.34333333 0.45333333 0.44333333 0.47333333 0.56
 0.58       0.57       0.65333333 0.70333333 0.63       0.61333333]","[0.32166667 0.38       0.42833333 0.44       0.52       0.53166667
 0.56666667 0.60666667 0.65833333 0.64166667 0.715      0.71833333]","          0
0  0.666667
1  0.666667
2  0.666667
3  0.666667","          0
0  0.666667
1  0.666667
2  0.333333
3  0.666667",0.5,1,0.4,0.2,0.6
