,set3_learn,set6_learn,set3_test,set6_test,bll,alpha,egs,imag,ans,strtg
2486,"[0.28       0.41       0.49       0.57333333 0.63       0.72666667
 0.77333333 0.83666667 0.87       0.85       0.87333333 0.9       ]","[0.33833333 0.455      0.51       0.62166667 0.67666667 0.72166667
 0.76666667 0.815      0.87       0.9        0.905      0.89666667]",0.8333333333333333,0.6666666666666666,0.6,0.25,0.5,0.3,0.2,0.22727272727272727
2487,"[0.30666667 0.44       0.5        0.58333333 0.66       0.72333333
 0.8        0.84333333 0.85333333 0.82666667 0.87666667 0.88333333]","[0.32       0.42166667 0.53333333 0.56833333 0.65333333 0.68666667
 0.77833333 0.79666667 0.82666667 0.84166667 0.88833333 0.89      ]",0.75,0.8333333333333333,0.6,0.25,0.5,0.3,0.3,0.4166666666666667
2488,"[0.27333333 0.38       0.46       0.55666667 0.63666667 0.68333333
 0.75333333 0.76666667 0.81       0.82       0.85666667 0.89      ]","[0.3        0.45833333 0.51333333 0.59833333 0.66833333 0.71666667
 0.745      0.80666667 0.83333333 0.835      0.87333333 0.87666667]",0.5,1.0,0.6,0.25,0.5,0.3,0.4,0.3484848484848485
2489,"[0.28666667 0.37333333 0.41       0.6        0.60666667 0.69666667
 0.74       0.76333333 0.81666667 0.83333333 0.84       0.85666667]","[0.3        0.415      0.49333333 0.53166667 0.59666667 0.655
 0.68833333 0.755      0.76333333 0.82333333 0.83166667 0.87666667]",0.8333333333333333,0.6666666666666666,0.6,0.25,0.5,0.3,0.5,0.3939393939393939
2490,"[0.33       0.41       0.53666667 0.57333333 0.7        0.77
 0.76333333 0.81666667 0.85       0.84333333 0.90666667 0.89666667]","[0.315      0.47       0.56       0.63666667 0.735      0.77833333
 0.835      0.85333333 0.875      0.86833333 0.89666667 0.92      ]",1.0,1.0,0.6,0.25,0.5,0.4,0.1,0.30303030303030304
2491,"[0.29666667 0.36333333 0.46666667 0.54666667 0.63       0.73666667
 0.73666667 0.79666667 0.81666667 0.78666667 0.85666667 0.89333333]","[0.33       0.44       0.55833333 0.62833333 0.715      0.74666667
 0.80833333 0.81833333 0.875      0.87333333 0.87833333 0.905     ]",1.0,0.9166666666666666,0.6,0.25,0.5,0.4,0.2,0.15151515151515152
2492,"[0.31       0.39       0.46666667 0.58666667 0.63       0.72666667
 0.77333333 0.8        0.79666667 0.82666667 0.88       0.89      ]","[0.33833333 0.44333333 0.53833333 0.60833333 0.70166667 0.76
 0.815      0.85833333 0.885      0.91333333 0.89666667 0.88666667]",0.9166666666666666,0.8333333333333334,0.6,0.25,0.5,0.4,0.3,0.25
2493,"[0.26666667 0.37333333 0.41333333 0.54       0.64666667 0.69333333
 0.79666667 0.82333333 0.78666667 0.82333333 0.86333333 0.88666667]","[0.31666667 0.43833333 0.545      0.60833333 0.665      0.74333333
 0.8        0.82166667 0.855      0.87       0.90166667 0.91      ]",0.8333333333333333,0.9166666666666666,0.6,0.25,0.5,0.4,0.4,0.23484848484848486
2494,"[0.27333333 0.39666667 0.43666667 0.54666667 0.66       0.73
 0.73333333 0.77666667 0.82       0.83333333 0.86       0.88666667]","[0.315      0.39       0.51166667 0.57833333 0.62666667 0.71666667
 0.75       0.81166667 0.84       0.85833333 0.86333333 0.86333333]",0.6666666666666666,0.9166666666666666,0.6,0.25,0.5,0.4,0.5,0.32575757575757575
2495,"[0.27666667 0.40666667 0.5        0.61       0.7        0.73333333
 0.76333333 0.80666667 0.83       0.83       0.84666667 0.90333333]","[0.33833333 0.45833333 0.525      0.635      0.74166667 0.795
 0.85833333 0.855      0.895      0.89666667 0.89666667 0.90833333]",0.8333333333333333,1.0,0.6,0.25,0.5,0.5,0.1,0.3106060606060606
2496,"[0.32666667 0.40666667 0.52       0.56       0.65333333 0.70666667
 0.77333333 0.80333333 0.85       0.82333333 0.86666667 0.91666667]","[0.33       0.435      0.56333333 0.64333333 0.73166667 0.79166667
 0.82       0.84666667 0.865      0.91166667 0.89166667 0.88833333]",1.0,1.0,0.6,0.25,0.5,0.5,0.2,0.25
2497,"[0.30333333 0.40333333 0.5        0.63333333 0.67       0.73
 0.73666667 0.78       0.82       0.84666667 0.85       0.91333333]","[0.34333333 0.46166667 0.55833333 0.635      0.72666667 0.77666667
 0.81833333 0.845      0.88333333 0.885      0.90833333 0.91166667]",0.8333333333333333,0.8333333333333333,0.6,0.25,0.5,0.5,0.3,0.3409090909090909
2498,"[0.27666667 0.41666667 0.46666667 0.57333333 0.68       0.73666667
 0.77333333 0.81666667 0.77333333 0.87666667 0.87666667 0.9       ]","[0.32666667 0.435      0.54       0.63666667 0.65833333 0.75166667
 0.82       0.87       0.88833333 0.90666667 0.88333333 0.91166667]",0.8333333333333333,0.9166666666666666,0.6,0.25,0.5,0.5,0.4,0.25757575757575757
2499,"[0.26333333 0.38333333 0.44666667 0.59       0.70666667 0.73666667
 0.78666667 0.78333333 0.81333333 0.83       0.83       0.87      ]","[0.31       0.43333333 0.54166667 0.635      0.7        0.77
 0.785      0.84666667 0.85833333 0.89666667 0.89833333 0.905     ]",0.9166666666666666,1.0,0.6,0.25,0.5,0.5,0.5,0.3106060606060606
2500,"[0.25333333 0.32333333 0.47       0.53666667 0.63       0.65666667
 0.71333333 0.75       0.86666667 0.85666667 0.91       0.90333333]","[0.36       0.4        0.46       0.49666667 0.485      0.52
 0.55833333 0.58833333 0.67       0.705      0.71833333 0.755     ]",0.3333333333333333,0.8333333333333333,0.7,0.05,0.1,0.1,0.1,0.7196969696969697
2501,"[0.29666667 0.36333333 0.42       0.50666667 0.56       0.62666667
 0.7        0.73666667 0.79333333 0.83       0.87       0.89333333]","[0.31833333 0.42166667 0.43       0.45       0.53666667 0.555
 0.57333333 0.63166667 0.66833333 0.695      0.75166667 0.73166667]",0.41666666666666663,0.5833333333333333,0.7,0.05,0.1,0.1,0.2,0.3181818181818182
2502,"[0.21666667 0.39333333 0.44333333 0.52333333 0.59333333 0.68666667
 0.70333333 0.78666667 0.79666667 0.86666667 0.88       0.9       ]","[0.32166667 0.41       0.425      0.47833333 0.52333333 0.56166667
 0.53666667 0.63166667 0.64       0.70666667 0.73166667 0.78166667]",0.41666666666666663,0.5833333333333333,0.7,0.05,0.1,0.1,0.3,0.5
2503,"[0.3        0.40333333 0.46666667 0.58666667 0.59666667 0.64333333
 0.71333333 0.78333333 0.75       0.80666667 0.87333333 0.87333333]","[0.335      0.38333333 0.43       0.52       0.53666667 0.56166667
 0.615      0.65833333 0.67333333 0.72166667 0.72666667 0.75666667]",0.41666666666666663,0.25,0.7,0.05,0.1,0.1,0.4,0.13636363636363635
2504,"[0.26666667 0.33       0.45666667 0.47666667 0.61666667 0.64666667
 0.65       0.74       0.76333333 0.76333333 0.82333333 0.84666667]","[0.325      0.37666667 0.41333333 0.49166667 0.48166667 0.57
 0.565      0.61833333 0.645      0.675      0.70833333 0.76      ]",0.5,0.5833333333333333,0.7,0.05,0.1,0.1,0.5,0.5984848484848485
2505,"[0.28666667 0.38333333 0.51333333 0.65       0.67333333 0.68666667
 0.76666667 0.82666667 0.85666667 0.86666667 0.93666667 0.93333333]","[0.33333333 0.455      0.49666667 0.54333333 0.62166667 0.68333333
 0.73166667 0.77333333 0.8        0.84166667 0.86666667 0.91333333]",0.41666666666666663,0.5,0.7,0.05,0.1,0.2,0.1,0.5909090909090909
2506,"[0.26       0.39666667 0.49333333 0.60333333 0.64333333 0.74
 0.81333333 0.84333333 0.87       0.92       0.91333333 0.94333333]","[0.32166667 0.47       0.49166667 0.55666667 0.59666667 0.685
 0.72666667 0.75166667 0.83333333 0.82166667 0.855      0.91833333]",0.5833333333333334,0.8333333333333333,0.7,0.05,0.1,0.2,0.2,0.15151515151515152
2507,"[0.29       0.43333333 0.52333333 0.61       0.71       0.73
 0.76333333 0.79333333 0.86       0.86666667 0.90333333 0.94666667]","[0.31333333 0.485      0.46833333 0.60166667 0.635      0.70333333
 0.73166667 0.77833333 0.79       0.85666667 0.88333333 0.94      ]",0.49999999999999994,0.75,0.7,0.05,0.1,0.2,0.3,0.17424242424242425
2508,"[0.26       0.35666667 0.47666667 0.56666667 0.63666667 0.69333333
 0.70333333 0.80333333 0.84666667 0.87333333 0.90333333 0.91333333]","[0.35       0.465      0.46166667 0.54833333 0.58333333 0.65
 0.67333333 0.71       0.77333333 0.81333333 0.845      0.88166667]",0.6666666666666666,0.5,0.7,0.05,0.1,0.2,0.4,0.22727272727272727
2509,"[0.29666667 0.36333333 0.46333333 0.55       0.65       0.63666667
 0.7        0.76333333 0.82333333 0.86       0.84       0.93333333]","[0.29833333 0.39333333 0.48333333 0.50333333 0.575      0.66166667
 0.655      0.72333333 0.755      0.78       0.80833333 0.84      ]",0.9166666666666666,0.6666666666666666,0.7,0.05,0.1,0.2,0.5,0.25
2510,"[0.27666667 0.42666667 0.56       0.60666667 0.66333333 0.72666667
 0.78       0.87666667 0.88333333 0.93333333 0.93       0.95666667]","[0.32333333 0.465      0.56       0.64166667 0.70333333 0.76166667
 0.79333333 0.87333333 0.91       0.94833333 0.945      0.96833333]",1.0,0.9166666666666666,0.7,0.05,0.1,0.3,0.1,0.13636363636363635
2511,"[0.29666667 0.39       0.54       0.61       0.66333333 0.73333333
 0.76       0.87666667 0.88333333 0.89       0.95333333 0.91666667]","[0.33333333 0.44166667 0.55833333 0.635      0.68333333 0.76333333
 0.78833333 0.84       0.88       0.91666667 0.93833333 0.96666667]",0.5833333333333333,0.41666666666666663,0.7,0.05,0.1,0.3,0.2,0.2727272727272727
2512,"[0.29333333 0.34       0.48       0.54666667 0.61666667 0.66666667
 0.72       0.81333333 0.89666667 0.88333333 0.93       0.93      ]","[0.32666667 0.49166667 0.53833333 0.615      0.685      0.745
 0.81666667 0.845      0.88166667 0.92166667 0.93166667 0.95833333]",0.49999999999999994,0.6666666666666666,0.7,0.05,0.1,0.3,0.3,0.6363636363636364
2513,"[0.27666667 0.38666667 0.49333333 0.57666667 0.65       0.72333333
 0.78       0.80333333 0.88333333 0.91666667 0.90666667 0.95333333]","[0.30833333 0.45       0.52833333 0.62       0.67166667 0.72833333
 0.76333333 0.82333333 0.85833333 0.91       0.94       0.96166667]",0.9166666666666666,0.8333333333333333,0.7,0.05,0.1,0.3,0.4,0.29545454545454547
2514,"[0.25333333 0.42       0.49666667 0.52       0.67333333 0.72666667
 0.71666667 0.74666667 0.86666667 0.88666667 0.88333333 0.92666667]","[0.31       0.44333333 0.525      0.575      0.64       0.71
 0.78166667 0.79       0.83833333 0.89166667 0.90833333 0.925     ]",0.7499999999999999,0.41666666666666663,0.7,0.05,0.1,0.3,0.5,0.3712121212121212
2515,"[0.25       0.36666667 0.5        0.63       0.65       0.72
 0.78333333 0.89333333 0.90333333 0.89333333 0.92333333 0.95666667]","[0.29333333 0.45333333 0.58       0.65666667 0.73666667 0.81833333
 0.85833333 0.88666667 0.92666667 0.95833333 0.97666667 0.985     ]",0.8333333333333333,0.8333333333333333,0.7,0.05,0.1,0.4,0.1,0.3712121212121212
2516,"[0.24666667 0.42666667 0.49       0.57       0.64333333 0.68666667
 0.72666667 0.88       0.88       0.90333333 0.92       0.96      ]","[0.315      0.48333333 0.56166667 0.66       0.69833333 0.79333333
 0.83166667 0.9        0.91833333 0.945      0.96833333 0.975     ]",0.7499999999999999,1.0,0.7,0.05,0.1,0.4,0.2,0.26515151515151514
2517,"[0.27333333 0.40333333 0.48666667 0.63666667 0.63333333 0.74666667
 0.79333333 0.84       0.86333333 0.92       0.93666667 0.92333333]","[0.34333333 0.46       0.57       0.635      0.76166667 0.79166667
 0.87166667 0.895      0.93333333 0.96       0.96666667 0.975     ]",0.6666666666666666,1.0,0.7,0.05,0.1,0.4,0.3,0.2803030303030303
2518,"[0.29       0.40333333 0.57333333 0.60333333 0.63333333 0.68
 0.79666667 0.83       0.86666667 0.87       0.92       0.94666667]","[0.35       0.47166667 0.595      0.67       0.73       0.81333333
 0.85333333 0.90333333 0.905      0.95       0.975      0.985     ]",1.0,0.9166666666666666,0.7,0.05,0.1,0.4,0.4,0.16666666666666666
2519,"[0.27666667 0.42       0.48333333 0.58666667 0.65666667 0.66333333
 0.74333333 0.81333333 0.85333333 0.92       0.92       0.92333333]","[0.34333333 0.46833333 0.565      0.615      0.66833333 0.74833333
 0.805      0.84666667 0.86833333 0.92       0.945      0.955     ]",0.49999999999999994,0.9166666666666666,0.7,0.05,0.1,0.4,0.5,0.17424242424242425
2520,"[0.30333333 0.40666667 0.55333333 0.67333333 0.64666667 0.76
 0.77666667 0.81333333 0.89       0.89333333 0.92333333 0.96333333]","[0.33333333 0.48333333 0.615      0.675      0.77666667 0.82333333
 0.89166667 0.90833333 0.94166667 0.96833333 0.975      0.99666667]",1.0,1.0,0.7,0.05,0.1,0.5,0.1,0.13636363636363635
2521,"[0.26666667 0.34333333 0.46333333 0.55666667 0.58666667 0.69666667
 0.75       0.81333333 0.88666667 0.87       0.92666667 0.95      ]","[0.33666667 0.47833333 0.6        0.71       0.75833333 0.82
 0.875      0.92333333 0.93833333 0.96166667 0.98166667 0.98833333]",1.0,1.0,0.7,0.05,0.1,0.5,0.2,0.12121212121212122
2522,"[0.26666667 0.38       0.53       0.59       0.64       0.72666667
 0.75       0.85666667 0.90666667 0.89       0.95       0.92333333]","[0.32166667 0.505      0.60333333 0.67       0.75       0.8
 0.87333333 0.915      0.915      0.95       0.975      0.98166667]",1.0,1.0,0.7,0.05,0.1,0.5,0.3,0.20454545454545456
2523,"[0.27666667 0.39666667 0.47333333 0.63666667 0.71333333 0.69333333
 0.76       0.82666667 0.89       0.90333333 0.95666667 0.94666667]","[0.30166667 0.46666667 0.52166667 0.62833333 0.725      0.80166667
 0.85333333 0.88666667 0.91666667 0.95       0.96333333 0.98      ]",1.0,0.9166666666666666,0.7,0.05,0.1,0.5,0.4,0.16666666666666666
2524,"[0.26333333 0.41666667 0.49333333 0.58666667 0.62333333 0.69333333
 0.74333333 0.82333333 0.87       0.88333333 0.92333333 0.91333333]","[0.32666667 0.45833333 0.57166667 0.665      0.73666667 0.78833333
 0.85666667 0.87166667 0.91666667 0.93666667 0.955      0.97      ]",0.5,1.0,0.7,0.05,0.1,0.5,0.5,0.3712121212121212
2525,"[0.28       0.36333333 0.46666667 0.55333333 0.55       0.57666667
 0.71666667 0.73       0.72666667 0.77333333 0.82       0.81666667]","[0.33       0.38333333 0.425      0.44       0.47       0.51333333
 0.53833333 0.555      0.60166667 0.63       0.61833333 0.63166667]",0.25,0.49999999999999994,0.7,0.05,0.2,0.1,0.1,0.3939393939393939
2526,"[0.29       0.37666667 0.47       0.54       0.54333333 0.59666667
 0.63       0.71333333 0.67666667 0.79333333 0.78333333 0.83      ]","[0.32166667 0.38       0.45333333 0.48666667 0.47833333 0.54333333
 0.555      0.55833333 0.59833333 0.59666667 0.61166667 0.68333333]",0.25,0.25,0.7,0.05,0.2,0.1,0.2,0.5303030303030303
2527,"[0.27333333 0.37       0.41       0.48333333 0.57       0.57666667
 0.66333333 0.64333333 0.68       0.76       0.74333333 0.82333333]","[0.31       0.41166667 0.44333333 0.45166667 0.51166667 0.50666667
 0.52166667 0.57       0.59833333 0.575      0.66       0.64833333]",0.49999999999999994,0.5833333333333333,0.7,0.05,0.2,0.1,0.3,0.20454545454545456
2528,"[0.31       0.31666667 0.43333333 0.49       0.55666667 0.58666667
 0.66333333 0.66333333 0.7        0.74       0.72333333 0.79333333]","[0.35333333 0.43833333 0.475      0.49333333 0.495      0.54666667
 0.55333333 0.59666667 0.60666667 0.65       0.67       0.65166667]",0.5,0.5833333333333333,0.7,0.05,0.2,0.1,0.4,0.4166666666666667
2529,"[0.24666667 0.35       0.45666667 0.46       0.51       0.54
 0.59       0.64333333 0.67       0.72       0.72666667 0.74      ]","[0.32166667 0.40166667 0.415      0.44333333 0.49       0.52666667
 0.54333333 0.58166667 0.59666667 0.57166667 0.615      0.66666667]",0.5833333333333333,0.75,0.7,0.05,0.2,0.1,0.5,0.2727272727272727
2530,"[0.28       0.38       0.45       0.56       0.6        0.64333333
 0.69666667 0.74666667 0.77666667 0.83333333 0.82333333 0.84333333]","[0.32333333 0.44666667 0.49166667 0.53333333 0.60333333 0.61166667
 0.65833333 0.69333333 0.73166667 0.78666667 0.78833333 0.83333333]",0.6666666666666666,0.49999999999999994,0.7,0.05,0.2,0.2,0.1,0.26515151515151514
2531,"[0.27666667 0.39333333 0.44       0.51333333 0.57666667 0.62333333
 0.64       0.68666667 0.72666667 0.77666667 0.82666667 0.81333333]","[0.31833333 0.445      0.475      0.53666667 0.56333333 0.62666667
 0.65333333 0.70166667 0.72833333 0.75833333 0.82333333 0.815     ]",0.5833333333333333,0.25,0.7,0.05,0.2,0.2,0.2,0.22727272727272727
2532,"[0.31       0.37666667 0.46       0.53666667 0.58666667 0.59
 0.67666667 0.72666667 0.79       0.82       0.82333333 0.83333333]","[0.32666667 0.46833333 0.51833333 0.52333333 0.595      0.62
 0.69       0.69333333 0.73333333 0.79166667 0.81       0.82      ]",0.75,0.5,0.7,0.05,0.2,0.2,0.3,0.36363636363636365
2533,"[0.26333333 0.37       0.46333333 0.55333333 0.52666667 0.61666667
 0.64       0.69333333 0.74666667 0.78666667 0.78333333 0.78666667]","[0.31333333 0.45333333 0.47666667 0.525      0.58166667 0.62166667
 0.685      0.73833333 0.75833333 0.75166667 0.77       0.80833333]",0.7499999999999999,0.49999999999999994,0.7,0.05,0.2,0.2,0.4,0.22727272727272727
2534,"[0.32333333 0.35666667 0.39333333 0.50666667 0.54666667 0.58333333
 0.58666667 0.62       0.70666667 0.79       0.78666667 0.81333333]","[0.33       0.43333333 0.44166667 0.53       0.56666667 0.585
 0.62166667 0.62       0.70833333 0.73666667 0.75       0.735     ]",0.5833333333333334,0.5833333333333333,0.7,0.05,0.2,0.2,0.5,0.48484848484848486
2535,"[0.29       0.39       0.50666667 0.53       0.62333333 0.68666667
 0.64666667 0.69666667 0.79       0.80333333 0.89333333 0.84      ]","[0.30333333 0.47333333 0.56       0.62       0.69333333 0.74833333
 0.78666667 0.82833333 0.85       0.89833333 0.91166667 0.93333333]",0.6666666666666666,0.8333333333333333,0.7,0.05,0.2,0.3,0.1,0.2196969696969697
2536,"[0.25       0.31666667 0.46333333 0.51       0.60666667 0.63666667
 0.68666667 0.77       0.76333333 0.80333333 0.82666667 0.86      ]","[0.33166667 0.46333333 0.54       0.61333333 0.67166667 0.68666667
 0.76833333 0.84333333 0.835      0.85833333 0.89666667 0.92833333]",1.0,0.7499999999999999,0.7,0.05,0.2,0.3,0.2,0.18181818181818182
2537,"[0.26666667 0.38333333 0.48666667 0.51666667 0.63333333 0.62666667
 0.66       0.70333333 0.75333333 0.8        0.87       0.82      ]","[0.30666667 0.45833333 0.49666667 0.6        0.645      0.70666667
 0.75       0.825      0.80833333 0.855      0.885      0.91666667]",0.8333333333333333,1.0,0.7,0.05,0.2,0.3,0.3,0.2196969696969697
2538,"[0.26666667 0.41666667 0.46333333 0.53       0.61333333 0.61333333
 0.66       0.75       0.78       0.83666667 0.83666667 0.86333333]","[0.30333333 0.44833333 0.49166667 0.54666667 0.62333333 0.685
 0.73333333 0.77       0.79       0.85166667 0.85333333 0.91166667]",1.0,0.9166666666666666,0.7,0.05,0.2,0.3,0.4,0.19696969696969696
2539,"[0.27333333 0.37       0.46666667 0.52666667 0.58333333 0.60666667
 0.69       0.72666667 0.76       0.80666667 0.80666667 0.79666667]","[0.35833333 0.455      0.53166667 0.61666667 0.61333333 0.67166667
 0.70666667 0.77       0.79833333 0.82666667 0.83       0.87333333]",0.75,0.49999999999999994,0.7,0.05,0.2,0.3,0.5,0.22727272727272727
2540,"[0.23333333 0.43666667 0.49333333 0.51       0.59333333 0.65333333
 0.66666667 0.77       0.78       0.82666667 0.84666667 0.88333333]","[0.34166667 0.50333333 0.61       0.68       0.725      0.785
 0.82666667 0.84       0.89666667 0.92333333 0.93333333 0.945     ]",0.8333333333333333,1.0,0.7,0.05,0.2,0.4,0.1,0.16666666666666666
2541,"[0.21333333 0.31666667 0.48       0.54       0.58666667 0.67333333
 0.7        0.77666667 0.75       0.83333333 0.85666667 0.85333333]","[0.30666667 0.46666667 0.53666667 0.625      0.74       0.76833333
 0.79833333 0.86       0.87833333 0.89333333 0.935      0.95166667]",0.75,0.6666666666666666,0.7,0.05,0.2,0.4,0.2,0.4015151515151515
2542,"[0.27333333 0.40666667 0.47666667 0.58666667 0.59333333 0.65333333
 0.66       0.77       0.77       0.79333333 0.83       0.84333333]","[0.33       0.45333333 0.555      0.65333333 0.71833333 0.76
 0.805      0.84       0.82833333 0.90833333 0.92833333 0.95      ]",1.0,1.0,0.7,0.05,0.2,0.4,0.3,0.20454545454545456
2543,"[0.26666667 0.39666667 0.52       0.54       0.59       0.63666667
 0.65333333 0.73333333 0.76666667 0.81666667 0.88       0.87      ]","[0.31666667 0.46833333 0.55       0.62       0.69       0.71833333
 0.79833333 0.83666667 0.86166667 0.87666667 0.91       0.92833333]",0.7499999999999999,0.9166666666666666,0.7,0.05,0.2,0.4,0.4,0.20454545454545456
2544,"[0.29666667 0.41666667 0.46       0.56333333 0.59333333 0.65333333
 0.7        0.74333333 0.77333333 0.80333333 0.81666667 0.86666667]","[0.355      0.5        0.54833333 0.585      0.69333333 0.75833333
 0.79333333 0.82       0.83666667 0.87166667 0.90166667 0.91166667]",0.75,0.9166666666666666,0.7,0.05,0.2,0.4,0.5,0.26515151515151514
2545,"[0.26333333 0.38666667 0.49333333 0.50333333 0.61       0.67666667
 0.69       0.72333333 0.76       0.85       0.86333333 0.87666667]","[0.32166667 0.51       0.59333333 0.675      0.74833333 0.765
 0.825      0.87833333 0.89333333 0.915      0.955      0.95166667]",0.7499999999999999,0.9166666666666666,0.7,0.05,0.2,0.5,0.1,0.16666666666666666
2546,"[0.3        0.39       0.45333333 0.6        0.56333333 0.65
 0.65666667 0.78333333 0.77666667 0.81       0.86333333 0.85333333]","[0.33833333 0.5        0.58166667 0.655      0.71666667 0.77333333
 0.82833333 0.87666667 0.905      0.92666667 0.93833333 0.94666667]",0.9166666666666666,1.0,0.7,0.05,0.2,0.5,0.2,0.19696969696969696
2547,"[0.26666667 0.38333333 0.44666667 0.54       0.64666667 0.64666667
 0.68666667 0.79333333 0.79333333 0.81333333 0.86       0.83      ]","[0.32166667 0.44333333 0.59166667 0.66333333 0.725      0.75166667
 0.81333333 0.85333333 0.88833333 0.91166667 0.93166667 0.96333333]",0.9166666666666666,1.0,0.7,0.05,0.2,0.5,0.3,0.18181818181818182
2548,"[0.27333333 0.36       0.44333333 0.55333333 0.58       0.66666667
 0.67333333 0.77666667 0.77       0.80666667 0.85       0.84333333]","[0.315      0.47166667 0.58666667 0.67       0.70666667 0.78166667
 0.815      0.86833333 0.88833333 0.91166667 0.935      0.95333333]",0.6666666666666666,0.8333333333333333,0.7,0.05,0.2,0.5,0.4,0.25757575757575757
2549,"[0.3        0.34       0.44       0.54333333 0.61333333 0.65666667
 0.67       0.71333333 0.75       0.79       0.83       0.88      ]","[0.34833333 0.46833333 0.57833333 0.675      0.71333333 0.765
 0.83333333 0.835      0.87166667 0.915      0.90666667 0.93666667]",1.0,0.8333333333333333,0.7,0.05,0.2,0.5,0.5,0.1590909090909091
2550,"[0.32666667 0.34333333 0.42666667 0.46333333 0.55666667 0.55
 0.59       0.63333333 0.61666667 0.69333333 0.72       0.73      ]","[0.355      0.41166667 0.43333333 0.44666667 0.49333333 0.50666667
 0.515      0.57       0.56166667 0.60333333 0.615      0.61333333]",0.16666666666666666,0.5,0.7,0.05,0.3,0.1,0.1,0.36363636363636365
2551,"[0.29       0.32666667 0.39       0.53       0.55333333 0.58666667
 0.62       0.65666667 0.74       0.71       0.75666667 0.77333333]","[0.30166667 0.41166667 0.41833333 0.46833333 0.48833333 0.515
 0.5        0.57666667 0.57       0.59833333 0.61       0.61666667]",0.16666666666666666,0.25,0.7,0.05,0.3,0.1,0.2,0.5227272727272727
2552,"[0.3        0.32666667 0.44333333 0.43666667 0.51       0.62
 0.66       0.62666667 0.66333333 0.68666667 0.73       0.72666667]","[0.32666667 0.385      0.475      0.47166667 0.53333333 0.54166667
 0.52833333 0.54333333 0.57333333 0.61666667 0.59333333 0.615     ]",0.08333333333333333,0.3333333333333333,0.7,0.05,0.3,0.1,0.3,0.553030303030303
2553,"[0.27       0.39       0.38       0.47       0.54666667 0.54
 0.58333333 0.59666667 0.59666667 0.64666667 0.69       0.70333333]","[0.33666667 0.41       0.435      0.48166667 0.53833333 0.55166667
 0.52166667 0.57       0.58666667 0.61       0.63833333 0.635     ]",0.3333333333333333,0.25,0.7,0.05,0.3,0.1,0.4,0.44696969696969696
2554,"[0.29       0.37666667 0.44       0.48333333 0.53333333 0.57
 0.57666667 0.59       0.68       0.64       0.68333333 0.70333333]","[0.325      0.40666667 0.42       0.485      0.45833333 0.52166667
 0.52166667 0.53       0.54       0.575      0.61833333 0.635     ]",0.3333333333333333,0.5,0.7,0.05,0.3,0.1,0.5,0.5454545454545454
2555,"[0.29333333 0.37333333 0.47       0.47       0.61       0.63
 0.66333333 0.67666667 0.69666667 0.73333333 0.76666667 0.8       ]","[0.31333333 0.47833333 0.51333333 0.565      0.59       0.635
 0.665      0.70333333 0.74333333 0.75833333 0.78666667 0.81      ]",0.5833333333333333,0.5833333333333334,0.7,0.05,0.3,0.2,0.1,0.2878787878787879
2556,"[0.28       0.35333333 0.44666667 0.51666667 0.59333333 0.63333333
 0.65       0.68       0.73333333 0.75333333 0.78333333 0.78      ]","[0.29166667 0.43166667 0.47166667 0.515      0.56666667 0.59166667
 0.61333333 0.66       0.695      0.71       0.74833333 0.76833333]",0.41666666666666663,0.41666666666666663,0.7,0.05,0.3,0.2,0.2,0.49242424242424243
2557,"[0.28666667 0.41333333 0.42333333 0.47666667 0.57       0.59
 0.63666667 0.73       0.68666667 0.72       0.73       0.77      ]","[0.35333333 0.45       0.52166667 0.57       0.57333333 0.62833333
 0.6        0.67333333 0.68       0.74166667 0.76333333 0.795     ]",0.5,0.7499999999999999,0.7,0.05,0.3,0.2,0.3,0.2878787878787879
2558,"[0.25       0.38666667 0.45333333 0.57333333 0.58333333 0.61666667
 0.63333333 0.67333333 0.70333333 0.73333333 0.75       0.78333333]","[0.32333333 0.45333333 0.46833333 0.50333333 0.54666667 0.58833333
 0.615      0.66       0.65666667 0.71333333 0.71166667 0.73      ]",0.41666666666666663,0.5,0.7,0.05,0.3,0.2,0.4,0.30303030303030304
2559,"[0.27333333 0.38333333 0.36333333 0.43       0.51333333 0.58
 0.60333333 0.63333333 0.7        0.67666667 0.70666667 0.70666667]","[0.285      0.45166667 0.49       0.525      0.55666667 0.595
 0.61       0.62166667 0.70166667 0.68       0.715      0.75666667]",0.49999999999999994,0.25,0.7,0.05,0.3,0.2,0.5,0.3181818181818182
2560,"[0.25666667 0.38333333 0.43666667 0.52333333 0.50666667 0.57333333
 0.65       0.67666667 0.73666667 0.73333333 0.74333333 0.80333333]","[0.32       0.45666667 0.56166667 0.59666667 0.66333333 0.705
 0.73666667 0.795      0.80166667 0.84333333 0.85166667 0.87833333]",0.9166666666666666,1.0,0.7,0.05,0.3,0.3,0.1,0.26515151515151514
2561,"[0.31333333 0.38333333 0.46333333 0.54       0.52666667 0.58333333
 0.64666667 0.69666667 0.76333333 0.76       0.78       0.79      ]","[0.325      0.46166667 0.52833333 0.63       0.62833333 0.70666667
 0.73666667 0.785      0.82833333 0.85333333 0.85833333 0.90833333]",0.7499999999999999,0.9166666666666666,0.7,0.05,0.3,0.3,0.2,0.21212121212121213
