,set3_learn,set6_learn,set3_test,set6_test,bll,alpha,egs,imag,ans,strtg
640,"[0.27666667 0.37666667 0.45666667 0.53666667 0.69333333 0.72
 0.74       0.80333333 0.86       0.91333333 0.91666667 0.95333333]","[0.32833333 0.44833333 0.55833333 0.65666667 0.72       0.78833333
 0.88       0.90833333 0.945      0.96666667 0.98833333 0.98333333]",1.0,1.0,0.4,0.05,0.1,0.4,0.1,0.1590909090909091
641,"[0.27666667 0.41333333 0.52       0.59       0.69333333 0.73666667
 0.78       0.85666667 0.90333333 0.91       0.93666667 0.96333333]","[0.34166667 0.505      0.60666667 0.67666667 0.75333333 0.82666667
 0.91       0.945      0.95833333 0.97333333 0.98833333 0.98833333]",1.0,1.0,0.4,0.05,0.1,0.4,0.2,0.20454545454545456
642,"[0.30333333 0.43666667 0.52333333 0.56333333 0.68       0.77666667
 0.78666667 0.83666667 0.87       0.87333333 0.92       0.93333333]","[0.31166667 0.43166667 0.56833333 0.63666667 0.745      0.79333333
 0.855      0.92       0.945      0.96666667 0.985      0.98333333]",1.0,1.0,0.4,0.05,0.1,0.4,0.3,0.23484848484848486
643,"[0.30333333 0.35333333 0.48333333 0.55333333 0.70666667 0.73333333
 0.77666667 0.84333333 0.88333333 0.9        0.91333333 0.91666667]","[0.315      0.44833333 0.56166667 0.64166667 0.69666667 0.75166667
 0.86833333 0.88333333 0.94       0.95333333 0.98666667 0.98666667]",1.0,1.0,0.4,0.05,0.1,0.4,0.4,0.25
644,"[0.23666667 0.39666667 0.49333333 0.53333333 0.7        0.71666667
 0.77333333 0.86333333 0.89666667 0.9        0.92666667 0.91333333]","[0.31666667 0.41833333 0.54333333 0.62833333 0.67666667 0.76833333
 0.85666667 0.91       0.93       0.97       0.97       0.98333333]",0.7499999999999999,0.9166666666666666,0.4,0.05,0.1,0.4,0.5,0.45454545454545453
645,"[0.29       0.39666667 0.46666667 0.57666667 0.69       0.77
 0.8        0.82333333 0.87       0.88666667 0.93       0.93333333]","[0.32       0.43166667 0.57833333 0.66       0.73333333 0.81
 0.88833333 0.90666667 0.95333333 0.97833333 0.98333333 0.99      ]",1.0,1.0,0.4,0.05,0.1,0.5,0.1,0.16666666666666666
646,"[0.28       0.43333333 0.48666667 0.58       0.73666667 0.77333333
 0.83       0.87       0.87666667 0.91333333 0.91       0.95      ]","[0.32       0.44       0.55       0.62       0.71833333 0.77
 0.835      0.91666667 0.93833333 0.96333333 0.96833333 0.98666667]",1.0,1.0,0.4,0.05,0.1,0.5,0.2,0.13636363636363635
647,"[0.27       0.39666667 0.48333333 0.57333333 0.68       0.76666667
 0.79333333 0.84333333 0.90333333 0.88666667 0.91666667 0.94666667]","[0.31       0.47833333 0.55333333 0.62666667 0.69666667 0.76333333
 0.85666667 0.895      0.94833333 0.965      0.97666667 0.975     ]",1.0,1.0,0.4,0.05,0.1,0.5,0.3,0.10606060606060606
648,"[0.3        0.40333333 0.43666667 0.62333333 0.72666667 0.78666667
 0.81       0.84333333 0.89333333 0.91       0.92333333 0.94      ]","[0.33666667 0.45       0.55833333 0.65       0.74       0.78166667
 0.88833333 0.925      0.95166667 0.975      0.98833333 0.99666667]",1.0,1.0,0.4,0.05,0.1,0.5,0.4,0.2878787878787879
649,"[0.25333333 0.32333333 0.40666667 0.59666667 0.66       0.75
 0.84       0.81333333 0.87333333 0.91666667 0.93666667 0.92666667]","[0.28166667 0.465      0.57166667 0.635      0.72666667 0.81833333
 0.885      0.92       0.94833333 0.965      0.98       0.98333333]",0.9166666666666666,1.0,0.4,0.05,0.1,0.5,0.5,0.2727272727272727
650,"[0.29333333 0.36       0.45       0.48       0.53       0.64333333
 0.61       0.67       0.72333333 0.75333333 0.77333333 0.83666667]","[0.32       0.395      0.46333333 0.54666667 0.54166667 0.61
 0.655      0.705      0.72666667 0.815      0.84666667 0.87      ]",0.9166666666666666,0.9166666666666666,0.4,0.05,0.2,0.1,0.1,0.24242424242424243
651,"[0.22       0.35333333 0.41333333 0.47666667 0.52333333 0.58666667
 0.62666667 0.68       0.70333333 0.77333333 0.74       0.85333333]","[0.29333333 0.41333333 0.45333333 0.51166667 0.59166667 0.58666667
 0.66       0.67       0.73333333 0.775      0.82666667 0.84      ]",0.75,1.0,0.4,0.05,0.2,0.1,0.2,0.1590909090909091
652,"[0.27       0.35333333 0.42666667 0.48333333 0.50666667 0.58
 0.61333333 0.63       0.74       0.72       0.75       0.83      ]","[0.35333333 0.44166667 0.48166667 0.55333333 0.58833333 0.62833333
 0.7        0.73333333 0.77333333 0.84       0.855      0.89166667]",0.9166666666666666,0.9166666666666666,0.4,0.05,0.2,0.1,0.3,0.32575757575757575
653,"[0.28666667 0.34666667 0.38666667 0.48666667 0.49333333 0.55333333
 0.57666667 0.66       0.71333333 0.68666667 0.79       0.80333333]","[0.34       0.38833333 0.51833333 0.53       0.55333333 0.64166667
 0.685      0.71       0.76166667 0.805      0.82333333 0.845     ]",0.49999999999999994,0.9166666666666666,0.4,0.05,0.2,0.1,0.4,0.3560606060606061
654,"[0.25       0.32333333 0.40666667 0.48333333 0.49333333 0.57666667
 0.62       0.65333333 0.67       0.71666667 0.71666667 0.77333333]","[0.31333333 0.40833333 0.475      0.525      0.57       0.605
 0.62833333 0.705      0.74       0.75666667 0.80166667 0.84666667]",0.8333333333333333,1.0,0.4,0.05,0.2,0.1,0.5,0.3181818181818182
655,"[0.27333333 0.45       0.49333333 0.59       0.57       0.66666667
 0.73       0.75333333 0.77666667 0.79       0.79333333 0.86666667]","[0.33333333 0.43       0.56166667 0.57666667 0.665      0.71166667
 0.775      0.81833333 0.81333333 0.90166667 0.94       0.94666667]",1.0,1.0,0.4,0.05,0.2,0.2,0.1,0.18181818181818182
656,"[0.29333333 0.38666667 0.42       0.5        0.58       0.65333333
 0.66666667 0.75333333 0.79       0.82       0.83       0.85666667]","[0.33833333 0.455      0.54666667 0.63       0.68666667 0.70333333
 0.765      0.795      0.86166667 0.89333333 0.91166667 0.91333333]",1.0,1.0,0.4,0.05,0.2,0.2,0.2,0.21212121212121213
657,"[0.24666667 0.38666667 0.38666667 0.45       0.59333333 0.62333333
 0.63       0.68333333 0.76333333 0.78       0.82333333 0.87      ]","[0.34666667 0.45333333 0.53166667 0.61166667 0.65333333 0.69666667
 0.77       0.80333333 0.855      0.91166667 0.89833333 0.94333333]",1.0,1.0,0.4,0.05,0.2,0.2,0.3,0.24242424242424243
658,"[0.25333333 0.37333333 0.46333333 0.48666667 0.56333333 0.67666667
 0.69       0.73       0.73       0.80666667 0.83333333 0.83333333]","[0.315      0.45166667 0.53333333 0.60833333 0.61666667 0.69333333
 0.75666667 0.79166667 0.81833333 0.86       0.9        0.92666667]",1.0,1.0,0.4,0.05,0.2,0.2,0.4,0.25757575757575757
659,"[0.26       0.34       0.42       0.45666667 0.54666667 0.65333333
 0.67       0.68       0.76       0.76666667 0.80666667 0.88      ]","[0.33333333 0.42       0.51       0.55666667 0.61833333 0.645
 0.71166667 0.78       0.795      0.84333333 0.885      0.91      ]",0.9166666666666666,0.9166666666666666,0.4,0.05,0.2,0.2,0.5,0.19696969696969696
660,"[0.26333333 0.41       0.46333333 0.59666667 0.63       0.65666667
 0.72       0.71666667 0.80333333 0.78333333 0.84333333 0.85666667]","[0.32833333 0.45166667 0.55833333 0.59833333 0.655      0.72
 0.81666667 0.835      0.86833333 0.93166667 0.95166667 0.96166667]",1.0,1.0,0.4,0.05,0.2,0.3,0.1,0.20454545454545456
661,"[0.27666667 0.41       0.49       0.58       0.56666667 0.67666667
 0.68333333 0.76       0.77666667 0.79666667 0.87333333 0.86      ]","[0.34666667 0.48833333 0.55833333 0.655      0.705      0.75166667
 0.83666667 0.89166667 0.87333333 0.93666667 0.95       0.95166667]",1.0,1.0,0.4,0.05,0.2,0.3,0.2,0.17424242424242425
662,"[0.26666667 0.44       0.45666667 0.55666667 0.62333333 0.66333333
 0.70333333 0.81       0.77666667 0.85       0.83333333 0.87666667]","[0.34833333 0.435      0.56666667 0.635      0.66166667 0.76
 0.79833333 0.84666667 0.89833333 0.94166667 0.94       0.94833333]",1.0,1.0,0.4,0.05,0.2,0.3,0.3,0.17424242424242425
663,"[0.26       0.39       0.42333333 0.50666667 0.55       0.64666667
 0.66       0.74       0.78333333 0.80333333 0.8        0.83      ]","[0.35666667 0.46333333 0.57333333 0.64333333 0.655      0.73
 0.775      0.86166667 0.86666667 0.90833333 0.91666667 0.94333333]",0.9166666666666666,0.9166666666666666,0.4,0.05,0.2,0.3,0.4,0.2878787878787879
664,"[0.23666667 0.35666667 0.44333333 0.46333333 0.57666667 0.61
 0.72333333 0.72333333 0.76666667 0.76333333 0.81333333 0.84666667]","[0.305      0.43333333 0.535      0.61333333 0.63833333 0.715
 0.785      0.805      0.85833333 0.895      0.91166667 0.94166667]",0.8333333333333333,0.9166666666666666,0.4,0.05,0.2,0.3,0.5,0.4015151515151515
665,"[0.29333333 0.41       0.50666667 0.52666667 0.63666667 0.66666667
 0.77333333 0.79666667 0.78333333 0.82333333 0.90666667 0.89666667]","[0.35       0.505      0.625      0.695      0.71833333 0.79666667
 0.87       0.91833333 0.91833333 0.94333333 0.96       0.97166667]",1.0,0.9166666666666666,0.4,0.05,0.2,0.4,0.1,0.2878787878787879
666,"[0.31333333 0.44666667 0.47666667 0.52666667 0.61666667 0.68333333
 0.75       0.78333333 0.82       0.81333333 0.78333333 0.86      ]","[0.33833333 0.47333333 0.59833333 0.65666667 0.715      0.77166667
 0.85       0.87833333 0.895      0.93333333 0.94666667 0.96166667]",0.7499999999999999,1.0,0.4,0.05,0.2,0.4,0.2,0.26515151515151514
667,"[0.24333333 0.35       0.47       0.52333333 0.58666667 0.69666667
 0.71666667 0.73666667 0.77333333 0.78333333 0.81       0.84333333]","[0.35333333 0.475      0.58666667 0.63833333 0.685      0.77
 0.84666667 0.89166667 0.91166667 0.93666667 0.95       0.96166667]",1.0,1.0,0.4,0.05,0.2,0.4,0.3,0.29545454545454547
668,"[0.30333333 0.38666667 0.49333333 0.56333333 0.67       0.69666667
 0.72666667 0.78       0.76666667 0.78666667 0.81       0.86      ]","[0.315      0.47166667 0.57666667 0.63833333 0.66666667 0.77666667
 0.855      0.895      0.90666667 0.935      0.95666667 0.95333333]",1.0,1.0,0.4,0.05,0.2,0.4,0.4,0.19696969696969696
669,"[0.25333333 0.37       0.46333333 0.46666667 0.62666667 0.67666667
 0.73       0.74666667 0.76666667 0.82333333 0.85666667 0.86666667]","[0.345      0.51166667 0.60833333 0.67333333 0.69666667 0.74
 0.845      0.865      0.89166667 0.92       0.94333333 0.95166667]",0.9166666666666666,0.9166666666666666,0.4,0.05,0.2,0.4,0.5,0.29545454545454547
670,"[0.27333333 0.41333333 0.47       0.54333333 0.64666667 0.73666667
 0.76       0.78333333 0.79       0.79666667 0.86333333 0.86666667]","[0.35666667 0.48333333 0.605      0.66166667 0.72833333 0.785
 0.86666667 0.86666667 0.90666667 0.925      0.95333333 0.95666667]",1.0,0.9166666666666666,0.4,0.05,0.2,0.5,0.1,0.14393939393939395
671,"[0.24666667 0.42       0.47       0.52333333 0.64       0.67666667
 0.7        0.77       0.72666667 0.80333333 0.83       0.82333333]","[0.33666667 0.455      0.56333333 0.63       0.68       0.74666667
 0.83       0.885      0.915      0.92       0.94333333 0.96      ]",0.7499999999999999,1.0,0.4,0.05,0.2,0.5,0.2,0.3333333333333333
672,"[0.28666667 0.39666667 0.46       0.53       0.59666667 0.68
 0.72       0.74333333 0.79666667 0.8        0.83333333 0.83      ]","[0.31333333 0.42833333 0.575      0.59666667 0.66666667 0.74833333
 0.82666667 0.835      0.88833333 0.92666667 0.94833333 0.94333333]",0.9166666666666666,1.0,0.4,0.05,0.2,0.5,0.3,0.1893939393939394
673,"[0.28       0.34333333 0.44666667 0.52666667 0.62666667 0.65
 0.72333333 0.71       0.76       0.77333333 0.80666667 0.85666667]","[0.355      0.51166667 0.605      0.665      0.72       0.79166667
 0.825      0.85666667 0.89333333 0.93333333 0.94       0.95666667]",1.0,1.0,0.4,0.05,0.2,0.5,0.4,0.26515151515151514
674,"[0.26       0.35       0.43       0.55       0.59666667 0.67666667
 0.68333333 0.72333333 0.77666667 0.85666667 0.84333333 0.85666667]","[0.35       0.46       0.59       0.65333333 0.71166667 0.765
 0.84166667 0.88166667 0.91666667 0.92333333 0.93333333 0.95666667]",1.0,1.0,0.4,0.05,0.2,0.5,0.5,0.18181818181818182
675,"[0.26       0.32333333 0.38666667 0.42333333 0.49333333 0.54333333
 0.58       0.61       0.61       0.69666667 0.72666667 0.72666667]","[0.33166667 0.425      0.53       0.55       0.57166667 0.61833333
 0.67333333 0.7        0.73333333 0.77333333 0.80833333 0.83333333]",0.5,0.5833333333333333,0.4,0.05,0.3,0.1,0.1,0.5606060606060606
676,"[0.27333333 0.36       0.43       0.46       0.54666667 0.54
 0.62666667 0.62666667 0.66333333 0.72333333 0.71333333 0.76666667]","[0.33333333 0.385      0.50333333 0.52       0.545      0.61666667
 0.665      0.655      0.75       0.79833333 0.79666667 0.83166667]",0.41666666666666663,0.8333333333333334,0.4,0.05,0.3,0.1,0.2,0.44696969696969696
677,"[0.29333333 0.37       0.43666667 0.46       0.52666667 0.56666667
 0.63       0.61333333 0.67333333 0.69       0.74666667 0.72      ]","[0.34666667 0.41166667 0.48833333 0.57       0.58666667 0.59666667
 0.61833333 0.68333333 0.745      0.77833333 0.805      0.83      ]",0.9166666666666666,0.8333333333333334,0.4,0.05,0.3,0.1,0.3,0.3106060606060606
678,"[0.29       0.33       0.40333333 0.48666667 0.49       0.58
 0.6        0.65333333 0.62       0.72333333 0.72666667 0.76      ]","[0.32666667 0.44       0.50166667 0.59       0.55166667 0.61166667
 0.65333333 0.68333333 0.71833333 0.74666667 0.79833333 0.82      ]",0.6666666666666666,0.8333333333333333,0.4,0.05,0.3,0.1,0.4,0.3181818181818182
679,"[0.24666667 0.36666667 0.41       0.43       0.5        0.55
 0.59666667 0.66333333 0.66666667 0.70666667 0.69       0.67666667]","[0.32666667 0.41833333 0.48833333 0.535      0.55666667 0.60833333
 0.61       0.68833333 0.68333333 0.71333333 0.77833333 0.78166667]",0.8333333333333333,0.6666666666666666,0.4,0.05,0.3,0.1,0.5,0.3560606060606061
680,"[0.29333333 0.39333333 0.46333333 0.51333333 0.56       0.6
 0.70666667 0.67666667 0.66       0.73333333 0.74       0.78333333]","[0.34666667 0.445      0.52666667 0.59166667 0.65666667 0.69
 0.725      0.80166667 0.815      0.845      0.89666667 0.905     ]",1.0,1.0,0.4,0.05,0.3,0.2,0.1,0.23484848484848486
681,"[0.33       0.37333333 0.45666667 0.44       0.6        0.61666667
 0.60333333 0.69333333 0.69       0.75333333 0.75666667 0.81      ]","[0.305      0.46166667 0.535      0.56666667 0.64833333 0.755
 0.74666667 0.80166667 0.81833333 0.89       0.87       0.89166667]",0.9166666666666666,0.75,0.4,0.05,0.3,0.2,0.2,0.3712121212121212
682,"[0.27666667 0.38666667 0.43333333 0.51333333 0.57666667 0.56333333
 0.64       0.72       0.72333333 0.74       0.77333333 0.77666667]","[0.33166667 0.45166667 0.54333333 0.59833333 0.675      0.67833333
 0.715      0.76666667 0.78333333 0.855      0.855      0.90166667]",0.8333333333333333,1.0,0.4,0.05,0.3,0.2,0.3,0.19696969696969696
683,"[0.23333333 0.30666667 0.39333333 0.42333333 0.53       0.50666667
 0.60666667 0.62666667 0.71333333 0.67       0.71666667 0.75666667]","[0.33166667 0.425      0.5        0.59166667 0.61333333 0.65
 0.745      0.74166667 0.77666667 0.82333333 0.86166667 0.895     ]",0.6666666666666666,0.8333333333333334,0.4,0.05,0.3,0.2,0.4,0.3484848484848485
684,"[0.29       0.32666667 0.45333333 0.44       0.52       0.58
 0.68       0.69       0.69       0.72       0.75333333 0.73666667]","[0.32666667 0.41166667 0.515      0.55       0.61166667 0.655
 0.68666667 0.73166667 0.76       0.77666667 0.835      0.86166667]",0.9166666666666666,1.0,0.4,0.05,0.3,0.2,0.5,0.24242424242424243
685,"[0.31       0.44       0.47       0.55666667 0.6        0.63
 0.66666667 0.75666667 0.71       0.78666667 0.77666667 0.76666667]","[0.355      0.42833333 0.565      0.60833333 0.66666667 0.72166667
 0.78       0.795      0.845      0.885      0.895      0.93      ]",1.0,0.8333333333333333,0.4,0.05,0.3,0.3,0.1,0.32575757575757575
686,"[0.24       0.36       0.45333333 0.50333333 0.58666667 0.61333333
 0.68333333 0.68       0.73666667 0.78       0.81333333 0.85      ]","[0.34       0.47166667 0.57666667 0.63166667 0.68       0.73833333
 0.825      0.82333333 0.835      0.87166667 0.90666667 0.90333333]",0.8333333333333333,1.0,0.4,0.05,0.3,0.3,0.2,0.21212121212121213
687,"[0.30333333 0.40333333 0.41666667 0.47333333 0.55666667 0.63666667
 0.63666667 0.69666667 0.72666667 0.76333333 0.75666667 0.79333333]","[0.31       0.45833333 0.54666667 0.62166667 0.685      0.72333333
 0.785      0.83333333 0.845      0.88333333 0.91       0.92833333]",0.8333333333333333,1.0,0.4,0.05,0.3,0.3,0.3,0.22727272727272727
688,"[0.29       0.34333333 0.45666667 0.51       0.58666667 0.6
 0.62333333 0.70666667 0.72       0.72       0.76666667 0.79666667]","[0.355      0.43333333 0.54333333 0.62       0.64666667 0.70666667
 0.765      0.82666667 0.83833333 0.86333333 0.885      0.91166667]",1.0,0.7499999999999999,0.4,0.05,0.3,0.3,0.4,0.24242424242424243
689,"[0.31333333 0.29666667 0.42333333 0.48       0.53333333 0.62
 0.64666667 0.66333333 0.72333333 0.71666667 0.75       0.78      ]","[0.34333333 0.4        0.52833333 0.57833333 0.64333333 0.71166667
 0.74833333 0.80166667 0.82833333 0.855      0.85666667 0.91333333]",0.6666666666666666,0.8333333333333333,0.4,0.05,0.3,0.3,0.5,0.29545454545454547
690,"[0.28       0.41333333 0.48333333 0.55       0.57       0.71333333
 0.68333333 0.65666667 0.76333333 0.78       0.80666667 0.75333333]","[0.33833333 0.48333333 0.59       0.65166667 0.71166667 0.75166667
 0.81       0.82166667 0.85       0.89666667 0.91833333 0.915     ]",0.9166666666666666,0.9166666666666666,0.4,0.05,0.3,0.4,0.1,0.29545454545454547
691,"[0.30333333 0.41666667 0.49333333 0.55       0.61333333 0.61
 0.7        0.74333333 0.68666667 0.79333333 0.78333333 0.79666667]","[0.32       0.46166667 0.545      0.60333333 0.68833333 0.73
 0.78833333 0.82333333 0.86166667 0.87666667 0.91166667 0.925     ]",0.9166666666666666,1.0,0.4,0.05,0.3,0.4,0.2,0.23484848484848486
692,"[0.29       0.38       0.44333333 0.49333333 0.57       0.61
 0.63       0.68666667 0.75666667 0.76666667 0.73666667 0.85      ]","[0.32333333 0.45       0.54333333 0.61833333 0.71166667 0.70833333
 0.78666667 0.85833333 0.875      0.905      0.9        0.92      ]",0.9166666666666666,1.0,0.4,0.05,0.3,0.4,0.3,0.23484848484848486
693,"[0.25666667 0.37333333 0.41       0.47       0.54666667 0.6
 0.64       0.64666667 0.71666667 0.76       0.78333333 0.80333333]","[0.34       0.485      0.58833333 0.66333333 0.69666667 0.74333333
 0.795      0.82       0.88       0.89       0.90333333 0.92      ]",0.9166666666666666,0.9166666666666666,0.4,0.05,0.3,0.4,0.4,0.23484848484848486
694,"[0.26666667 0.39       0.43       0.54       0.54       0.64666667
 0.63333333 0.71333333 0.77666667 0.75       0.75666667 0.8       ]","[0.35166667 0.475      0.55666667 0.57333333 0.65       0.70166667
 0.78       0.82       0.83666667 0.86833333 0.905      0.88333333]",0.6666666666666666,1.0,0.4,0.05,0.3,0.4,0.5,0.26515151515151514
695,"[0.30333333 0.41666667 0.47       0.53666667 0.59333333 0.63
 0.67       0.72       0.72       0.73       0.78       0.81333333]","[0.33333333 0.48333333 0.565      0.63333333 0.71166667 0.765
 0.81166667 0.83166667 0.89       0.89166667 0.91333333 0.91166667]",0.9166666666666666,1.0,0.4,0.05,0.3,0.5,0.1,0.26515151515151514
696,"[0.28333333 0.40333333 0.44333333 0.51333333 0.57333333 0.63333333
 0.69333333 0.74333333 0.75666667 0.76       0.82       0.81333333]","[0.32166667 0.45666667 0.54166667 0.605      0.71666667 0.72166667
 0.80333333 0.83833333 0.85833333 0.89833333 0.91833333 0.91333333]",0.8333333333333334,0.9166666666666666,0.4,0.05,0.3,0.5,0.2,0.25757575757575757
